parent_id,use_same_info,mall_id,mall_name,mall_code,mall_run_subject,mall_type,is_active,register_date,contract_name,president_name,img_server_name,web_server_name,company_regno,is_network,network_regno,nonetwork_reason,mall_zipcode,mall_addr1,mall_addr2,company_name,company_condition,company_line,company_homepage,president_phone,president_fax,president_email,cs_phone,cs_email,cs_fax,cs_run_time,cpo_name,cpo_phone,cpo_email,product_seq,design_mode,db_server,partner_id,prefix,is_under_work,company_type,weblog_server1,weblog_server2,filelink_server,cpo_position,cpo_place,mall_category_code,mail_server,use_shopcafe,mall_from,use_partner,cpo_hp,reply_hp,mobile_no_auth_flag,email_no_auth_flag,admin_block_ip_type,ftp_block_ip_type,mobile_no_auth_type,shop_no,c_mall_passwd,c_cs_email2,excel_block_ip_type
ect006,1,testerftp15,쇼핑몰 이름,B2588836,,A,P,2018-08-09 09:40:18.517515 +0000 +0000,,,testerftp15.cafe24.com,ue0613.echosting.cafe24.com,,F,,,,,,,,,,,,,,,,,,,,9,A,ue0613.echosting.cafe24.com,,," ",,eclog2-230.cafe24.com,eclog2-230.cafe24.com,,,,,mail-send01.echosting.cafe24.com,T,EC,F,,,F,F,A,K," ",1,,,K
